,loss,accuracy,val_loss,val_accuracy,model,epoch
0,3.501949610028948,0.13571429252624512,2.8029148843553333,0.2589285671710968,model,1
1,2.5373668602534702,0.2934523820877075,2.1915576325522528,0.38749998807907104,model,2
2,2.129189831869943,0.38601189851760864,1.9510215984450445,0.4616071283817291,model,3
3,1.8722283703940255,0.4497023820877075,1.7292258209652371,0.5607143044471741,model,4
4,1.6487753550211588,0.5032737851142883,1.6210559209187825,0.5874999761581421,model,5
5,1.5408467565264021,0.536309540271759,1.4864947928322687,0.6017857193946838,model,6
6,1.3501463572184245,0.588690459728241,1.5558094912105136,0.5839285850524902,model,7
7,1.239079283532642,0.617559552192688,1.3183698720402188,0.6821428537368774,model,8
8,1.1118427094959078,0.6642857193946838,1.2574025789896648,0.6901785731315613,model,9
9,1.0021822117623829,0.6866071224212646,1.2586529056231182,0.7026785612106323,model,10
10,0.9139742499306088,0.7127976417541504,1.2351212137275271,0.7116071581840515,model,11
11,0.8677994296664283,0.7258928418159485,1.1663731038570404,0.7196428775787354,model,12
12,0.8125954605284191,0.7440476417541504,1.1593934645255406,0.7410714030265808,model,13
13,0.7262770652770996,0.7708333134651184,1.100659458173646,0.768750011920929,model,14
14,0.6947190863745553,0.7809523940086365,1.1523264464404848,0.7901785969734192,model,15
15,0.6766564851715451,0.7845237851142883,1.1433338473240535,0.7482143044471741,model,16
16,0.6280139395168849,0.7952380776405334,1.1170291983418994,0.768750011920929,model,17
17,0.6076920188608623,0.8032737970352173,1.2222427229086559,0.7392857074737549,model,18
18,0.5550735064915249,0.819940447807312,1.09014918986294,0.8035714030265808,model,19
19,0.5252588283447992,0.8273809552192688,1.1023448440763686,0.800000011920929,model,20
20,0.49482798207373846,0.844345211982727,1.155445213119189,0.78125,model,21
21,0.5026737445876712,0.8395833373069763,1.0856045203076468,0.8071428537368774,model,22
22,0.47241387509164356,0.8452380895614624,1.2358930326170392,0.762499988079071,model,23
23,0.47531658978689284,0.8470237851142883,1.1246463457743328,0.8133928775787354,model,24
24,0.4105715694881621,0.8583333492279053,1.2032854093445673,0.7839285731315613,model,25
25,0.37167755308605377,0.8797619342803955,1.1863337424066331,0.8080357313156128,model,26
26,0.3916178128549031,0.875595211982727,1.36404749751091,0.7678571343421936,model,27
27,0.37577368446758813,0.8782737851142883,1.2806716759999592,0.7875000238418579,model,28
28,0.3823029197397686,0.874404788017273,1.1639469001028273,0.7910714149475098,model,29
29,0.378593628463291,0.8770833611488342,1.0730012738042407,0.8196428418159485,model,30
30,0.32473809236571904,0.8997023701667786,1.1200272109773424,0.8196428418159485,model,31
31,0.32274988265264604,0.8925595283508301,1.4373172140783734,0.7669642567634583,model,32
32,0.3186174472173055,0.8940476179122925,1.2524110890097089,0.7892857193946838,model,33
33,0.3091682201340085,0.9002976417541504,1.4132177117798064,0.7562500238418579,model,34
34,0.3470595758585703,0.8833333253860474,1.1483558615048726,0.8107143044471741,model,35
35,0.31852470139662425,0.8970237970352173,1.1437827348709106,0.8285714387893677,model,36
36,0.3217758201417469,0.8964285850524902,1.1156905616323154,0.8366071581840515,model,37
37,0.3059717283362434,0.8973214030265808,1.2357875025934644,0.7946428656578064,model,38
38,0.2901958296696345,0.9092261791229248,1.1446252581146028,0.8098214268684387,model,39
39,0.26796596447626747,0.9029762148857117,1.1962510529491637,0.8071428537368774,model,40
