,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4326249957084656,big_grid_model_33,100,"[5, 5]",cv_ed,disk,1,1,True,16,256,512,True
1,validation,0.42730000615119934,big_grid_model_33,100,"[5, 5]",cv_ed,disk,1,1,True,16,256,512,True
2,test,0.430400013923645,big_grid_model_33,100,"[5, 5]",cv_ed,disk,1,1,True,16,256,512,True
