,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.47442498803138733,big_grid_model_4,100,"[1, 1]",cv_oc,disk,1,1,True,16,128,512,True
1,validation,0.46369999647140503,big_grid_model_4,100,"[1, 1]",cv_oc,disk,1,1,True,16,128,512,True
2,test,0.47679999470710754,big_grid_model_4,100,"[1, 1]",cv_oc,disk,1,1,True,16,128,512,True
