,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.5383999943733215,big_grid_model_14,100,"[2, 2]",cv_oc,disk,1,1,True,32,128,512,True
1,validation,0.5254999995231628,big_grid_model_14,100,"[2, 2]",cv_oc,disk,1,1,True,32,128,512,True
2,test,0.5299000144004822,big_grid_model_14,100,"[2, 2]",cv_oc,disk,1,1,True,32,128,512,True
