,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.45887500047683716,big_grid_model_12,100,"[2, 2]",cv_oc,disk,1,1,True,16,128,512,True
1,validation,0.44999998807907104,big_grid_model_12,100,"[2, 2]",cv_oc,disk,1,1,True,16,128,512,True
2,test,0.4602999985218048,big_grid_model_12,100,"[2, 2]",cv_oc,disk,1,1,True,16,128,512,True
