,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4573749899864197,big_grid_model_45,100,"[6, 6]",cv_oc,disk,1,1,True,16,256,512,True
1,validation,0.4433000087738037,big_grid_model_45,100,"[6, 6]",cv_oc,disk,1,1,True,16,256,512,True
2,test,0.45680001378059387,big_grid_model_45,100,"[6, 6]",cv_oc,disk,1,1,True,16,256,512,True
