,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4401249885559082,big_grid_model_41,100,"[6, 6]",cv_ed,disk,1,1,True,16,256,512,True
1,validation,0.43619999289512634,big_grid_model_41,100,"[6, 6]",cv_ed,disk,1,1,True,16,256,512,True
2,test,0.4311999976634979,big_grid_model_41,100,"[6, 6]",cv_ed,disk,1,1,True,16,256,512,True
