,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4671500027179718,big_grid_model_37,100,"[5, 5]",cv_oc,disk,1,1,True,16,256,512,True
1,validation,0.461899995803833,big_grid_model_37,100,"[5, 5]",cv_oc,disk,1,1,True,16,256,512,True
2,test,0.4684999883174896,big_grid_model_37,100,"[5, 5]",cv_oc,disk,1,1,True,16,256,512,True
