,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.49399998784065247,big_grid_model_42,100,"[6, 6]",cv_ed,disk,1,1,True,32,128,512,True
1,validation,0.4909000098705292,big_grid_model_42,100,"[6, 6]",cv_ed,disk,1,1,True,32,128,512,True
2,test,0.4950000047683716,big_grid_model_42,100,"[6, 6]",cv_ed,disk,1,1,True,32,128,512,True
