,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4035249948501587,big_grid_model_9,100,"[2, 2]",cv_ed,disk,1,1,True,16,256,512,True
1,validation,0.4002000093460083,big_grid_model_9,100,"[2, 2]",cv_ed,disk,1,1,True,16,256,512,True
2,test,0.39579999446868896,big_grid_model_9,100,"[2, 2]",cv_ed,disk,1,1,True,16,256,512,True
