,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.33709999918937683,big_grid_model_32,100,"[5, 5]",cv_ed,disk,1,1,True,16,128,512,True
1,validation,0.3361999988555908,big_grid_model_32,100,"[5, 5]",cv_ed,disk,1,1,True,16,128,512,True
2,test,0.3409999907016754,big_grid_model_32,100,"[5, 5]",cv_ed,disk,1,1,True,16,128,512,True
