,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4807499945163727,big_grid_model_43,100,"[6, 6]",cv_ed,disk,1,1,True,32,256,512,True
1,validation,0.47530001401901245,big_grid_model_43,100,"[6, 6]",cv_ed,disk,1,1,True,32,256,512,True
2,test,0.48030000925064087,big_grid_model_43,100,"[6, 6]",cv_ed,disk,1,1,True,32,256,512,True
