,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.38017499446868896,big_grid_model_16,100,"[3, 3]",cv_ed,disk,1,1,True,16,128,512,True
1,validation,0.38029998540878296,big_grid_model_16,100,"[3, 3]",cv_ed,disk,1,1,True,16,128,512,True
2,test,0.37439998984336853,big_grid_model_16,100,"[3, 3]",cv_ed,disk,1,1,True,16,128,512,True
