,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.508774995803833,big_grid_model_35,100,"[5, 5]",cv_ed,disk,1,1,True,32,256,512,True
1,validation,0.5011000037193298,big_grid_model_35,100,"[5, 5]",cv_ed,disk,1,1,True,32,256,512,True
2,test,0.5080999732017517,big_grid_model_35,100,"[5, 5]",cv_ed,disk,1,1,True,32,256,512,True
