,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.6304749846458435,big_grid_model_39,100,"[5, 5]",cv_oc,disk,1,1,True,32,256,512,True
1,validation,0.6104000210762024,big_grid_model_39,100,"[5, 5]",cv_oc,disk,1,1,True,32,256,512,True
2,test,0.6111000180244446,big_grid_model_39,100,"[5, 5]",cv_oc,disk,1,1,True,32,256,512,True
