,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4878750145435333,big_grid_model_10,100,"[1, 1]",cv_ed,square,1,1,True,32,128,512,True
1,validation,0.4796999990940094,big_grid_model_10,100,"[1, 1]",cv_ed,square,1,1,True,32,128,512,True
2,test,0.4803999960422516,big_grid_model_10,100,"[1, 1]",cv_ed,square,1,1,True,32,128,512,True
