,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.44052499532699585,big_grid_model_134,100,"[3, 3]",cv_oc,square,1,2,True,32,128,512,True
1,validation,0.43149998784065247,big_grid_model_134,100,"[3, 3]",cv_oc,square,1,2,True,32,128,512,True
2,test,0.43799999356269836,big_grid_model_134,100,"[3, 3]",cv_oc,square,1,2,True,32,128,512,True
