,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.45297500491142273,big_grid_model_33,100,"[1, 1]",cv_oc,square,1,1,True,16,256,512,True
1,validation,0.4487000107765198,big_grid_model_33,100,"[1, 1]",cv_oc,square,1,1,True,16,256,512,True
2,test,0.45170000195503235,big_grid_model_33,100,"[1, 1]",cv_oc,square,1,1,True,16,256,512,True
