,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4259749948978424,big_grid_model_176,100,"[4, 4]",cv_oc,square,1,1,True,16,128,512,True
1,validation,0.4219000041484833,big_grid_model_176,100,"[4, 4]",cv_oc,square,1,1,True,16,128,512,True
2,test,0.4327999949455261,big_grid_model_176,100,"[4, 4]",cv_oc,square,1,1,True,16,128,512,True
