,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4468249976634979,big_grid_model_75,100,"[2, 2]",cv_oc,disk,1,1,True,32,256,512,True
1,validation,0.4415000081062317,big_grid_model_75,100,"[2, 2]",cv_oc,disk,1,1,True,32,256,512,True
2,test,0.4440999925136566,big_grid_model_75,100,"[2, 2]",cv_oc,disk,1,1,True,32,256,512,True
