,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.46619999408721924,big_grid_model_190,100,"[4, 4]",cv_oc,diamond,1,2,True,32,128,512,True
1,validation,0.460099995136261,big_grid_model_190,100,"[4, 4]",cv_oc,diamond,1,2,True,32,128,512,True
2,test,0.4645000100135803,big_grid_model_190,100,"[4, 4]",cv_oc,diamond,1,2,True,32,128,512,True
