,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.43790000677108765,big_grid_model_184,100,"[4, 4]",cv_oc,diamond,1,1,True,16,128,512,True
1,validation,0.4343000054359436,big_grid_model_184,100,"[4, 4]",cv_oc,diamond,1,1,True,16,128,512,True
2,test,0.43529999256134033,big_grid_model_184,100,"[4, 4]",cv_oc,diamond,1,1,True,16,128,512,True
