,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4342249929904938,big_grid_model_140,100,"[3, 3]",cv_oc,diamond,1,2,True,16,128,512,True
1,validation,0.4293999969959259,big_grid_model_140,100,"[3, 3]",cv_oc,diamond,1,2,True,16,128,512,True
2,test,0.44190001487731934,big_grid_model_140,100,"[3, 3]",cv_oc,diamond,1,2,True,16,128,512,True
