,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4835500121116638,big_grid_model_27,100,"[1, 1]",cv_oc,disk,1,1,True,32,256,512,True
1,validation,0.4803999960422516,big_grid_model_27,100,"[1, 1]",cv_oc,disk,1,1,True,32,256,512,True
2,test,0.4796999990940094,big_grid_model_27,100,"[1, 1]",cv_oc,disk,1,1,True,32,256,512,True
