,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.41234999895095825,big_grid_model_104,100,"[3, 3]",cv_ed,square,1,1,True,16,128,512,True
1,validation,0.41200000047683716,big_grid_model_104,100,"[3, 3]",cv_ed,square,1,1,True,16,128,512,True
2,test,0.41190001368522644,big_grid_model_104,100,"[3, 3]",cv_ed,square,1,1,True,16,128,512,True
