,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.47862499952316284,big_grid_model_54,100,"[2, 2]",cv_ed,disk,1,2,True,32,128,512,True
1,validation,0.47290000319480896,big_grid_model_54,100,"[2, 2]",cv_ed,disk,1,2,True,32,128,512,True
2,test,0.47429999709129333,big_grid_model_54,100,"[2, 2]",cv_ed,disk,1,2,True,32,128,512,True
