,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.5072500109672546,big_grid_model_47,100,"[1, 1]",cv_oc,diamond,1,2,True,32,256,512,True
1,validation,0.49549999833106995,big_grid_model_47,100,"[1, 1]",cv_oc,diamond,1,2,True,32,256,512,True
2,test,0.4927000105381012,big_grid_model_47,100,"[1, 1]",cv_oc,diamond,1,2,True,32,256,512,True
