,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4598749876022339,big_grid_model_78,100,"[2, 2]",cv_oc,disk,1,2,True,32,128,512,True
1,validation,0.4526999890804291,big_grid_model_78,100,"[2, 2]",cv_oc,disk,1,2,True,32,128,512,True
2,test,0.45210000872612,big_grid_model_78,100,"[2, 2]",cv_oc,disk,1,2,True,32,128,512,True
