,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.380950003862381,big_grid_model_156,100,"[4, 4]",cv_ed,square,1,2,True,16,128,512,True
1,validation,0.37770000100135803,big_grid_model_156,100,"[4, 4]",cv_ed,square,1,2,True,16,128,512,True
2,test,0.3779999911785126,big_grid_model_156,100,"[4, 4]",cv_ed,square,1,2,True,16,128,512,True
