,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4517500102519989,big_grid_model_63,100,"[2, 2]",cv_ed,square,1,2,True,32,256,512,True
1,validation,0.4431000053882599,big_grid_model_63,100,"[2, 2]",cv_ed,square,1,2,True,32,256,512,True
2,test,0.4433000087738037,big_grid_model_63,100,"[2, 2]",cv_ed,square,1,2,True,32,256,512,True
