,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4499500095844269,big_grid_model_178,100,"[4, 4]",cv_oc,square,1,1,True,32,128,512,True
1,validation,0.4442000091075897,big_grid_model_178,100,"[4, 4]",cv_oc,square,1,1,True,32,128,512,True
2,test,0.45159998536109924,big_grid_model_178,100,"[4, 4]",cv_oc,square,1,1,True,32,128,512,True
