,loss,accuracy,val_loss,val_accuracy,model,epoch,start_neurons,dense_neurons,epochs,batch_size,augmentation
0,4.08616304397583,0.20817500352859497,1.8919849395751953,0.3082999885082245,RGB3,1,32,128,100,512,True
1,1.8709921836853027,0.31657499074935913,1.8995548486709595,0.30799999833106995,RGB3,2,32,128,100,512,True
2,1.810891032218933,0.3382749855518341,1.7583904266357422,0.3628000020980835,RGB3,3,32,128,100,512,True
3,1.769255518913269,0.35647499561309814,1.8736681938171387,0.32760000228881836,RGB3,4,32,128,100,512,True
4,1.746803879737854,0.36550000309944153,1.8126599788665771,0.3465000092983246,RGB3,5,32,128,100,512,True
5,1.7109650373458862,0.3762750029563904,1.695493221282959,0.3847000002861023,RGB3,6,32,128,100,512,True
6,1.6944001913070679,0.38749998807907104,1.780867338180542,0.3700000047683716,RGB3,7,32,128,100,512,True
7,1.6693748235702515,0.3988249897956848,1.7002017498016357,0.3898000121116638,RGB3,8,32,128,100,512,True
8,1.648913860321045,0.40209999680519104,1.663043737411499,0.4032000005245209,RGB3,9,32,128,100,512,True
9,1.6318016052246094,0.41122499108314514,1.6742331981658936,0.4090000092983246,RGB3,10,32,128,100,512,True
10,1.6005102396011353,0.4231500029563904,1.682185173034668,0.40959998965263367,RGB3,11,32,128,100,512,True
11,1.5934325456619263,0.42500001192092896,1.688781976699829,0.40540000796318054,RGB3,12,32,128,100,512,True
12,1.573328971862793,0.4326249957084656,1.7519629001617432,0.40779998898506165,RGB3,13,32,128,100,512,True
13,1.565820336341858,0.43677499890327454,1.6579862833023071,0.4171999990940094,RGB3,14,32,128,100,512,True
14,1.5593063831329346,0.43639999628067017,1.5927367210388184,0.4383000135421753,RGB3,15,32,128,100,512,True
15,1.5393786430358887,0.4404999911785126,1.5619637966156006,0.4510999917984009,RGB3,16,32,128,100,512,True
16,1.5205801725387573,0.4549750089645386,1.5997105836868286,0.4426000118255615,RGB3,17,32,128,100,512,True
17,1.5026814937591553,0.45832499861717224,1.6335970163345337,0.4293000102043152,RGB3,18,32,128,100,512,True
18,1.4898672103881836,0.46434998512268066,1.6454890966415405,0.42910000681877136,RGB3,19,32,128,100,512,True
19,1.4800151586532593,0.4679250121116638,1.6395244598388672,0.4422999918460846,RGB3,20,32,128,100,512,True
20,1.4721240997314453,0.4719749987125397,1.642163634300232,0.4426000118255615,RGB3,21,32,128,100,512,True
21,1.4479320049285889,0.4803749918937683,1.5127898454666138,0.47909998893737793,RGB3,22,32,128,100,512,True
22,1.4372938871383667,0.4848249852657318,1.6114517450332642,0.4584999978542328,RGB3,23,32,128,100,512,True
23,1.4230238199234009,0.48957499861717224,1.5821465253829956,0.46399998664855957,RGB3,24,32,128,100,512,True
24,1.405090093612671,0.49764999747276306,1.5498141050338745,0.47200000286102295,RGB3,25,32,128,100,512,True
25,1.4013917446136475,0.5008999705314636,1.4946720600128174,0.4909000098705292,RGB3,26,32,128,100,512,True
26,1.3909742832183838,0.5003499984741211,1.5226898193359375,0.4830000102519989,RGB3,27,32,128,100,512,True
27,1.3838071823120117,0.5052250027656555,1.4516257047653198,0.49309998750686646,RGB3,28,32,128,100,512,True
28,1.3706910610198975,0.507099986076355,1.5069366693496704,0.4837999939918518,RGB3,29,32,128,100,512,True
29,1.3588428497314453,0.5137249827384949,1.529131531715393,0.490200012922287,RGB3,30,32,128,100,512,True
30,1.3530173301696777,0.5181000232696533,1.5815776586532593,0.4763999879360199,RGB3,31,32,128,100,512,True
31,1.3458036184310913,0.5196250081062317,1.485365390777588,0.49799999594688416,RGB3,32,32,128,100,512,True
32,1.3469008207321167,0.5177000164985657,1.5276824235916138,0.4936999976634979,RGB3,33,32,128,100,512,True
33,1.3239487409591675,0.5252249836921692,1.552254319190979,0.48339998722076416,RGB3,34,32,128,100,512,True
34,1.31523597240448,0.5297250151634216,1.468071699142456,0.5023999810218811,RGB3,35,32,128,100,512,True
35,1.3039743900299072,0.535099983215332,1.5347517728805542,0.47279998660087585,RGB3,36,32,128,100,512,True
36,1.3101154565811157,0.5324000120162964,1.532151460647583,0.4878000020980835,RGB3,37,32,128,100,512,True
37,1.2981511354446411,0.5351999998092651,1.4976718425750732,0.4973999857902527,RGB3,38,32,128,100,512,True
38,1.2896815538406372,0.5378999710083008,1.3998140096664429,0.5242999792098999,RGB3,39,32,128,100,512,True
39,1.2842280864715576,0.5403500199317932,1.5967472791671753,0.4733000099658966,RGB3,40,32,128,100,512,True
40,1.2842940092086792,0.5421500205993652,1.425817847251892,0.5174000263214111,RGB3,41,32,128,100,512,True
41,1.2782964706420898,0.5460000038146973,1.5060594081878662,0.4957999885082245,RGB3,42,32,128,100,512,True
42,1.2763147354125977,0.5415250062942505,1.450585126876831,0.5108000040054321,RGB3,43,32,128,100,512,True
43,1.2698010206222534,0.5462750196456909,1.5236507654190063,0.4902999997138977,RGB3,44,32,128,100,512,True
44,1.2505943775177002,0.5533499717712402,1.5203362703323364,0.5034000277519226,RGB3,45,32,128,100,512,True
45,1.2594294548034668,0.5526999831199646,1.4538557529449463,0.5092999935150146,RGB3,46,32,128,100,512,True
46,1.2586413621902466,0.5516999959945679,1.4676316976547241,0.5108000040054321,RGB3,47,32,128,100,512,True
47,1.2448252439498901,0.5558750033378601,1.5130432844161987,0.5019999742507935,RGB3,48,32,128,100,512,True
48,1.2371050119400024,0.5608000159263611,1.435591220855713,0.5135999917984009,RGB3,49,32,128,100,512,True
