,loss,accuracy,val_loss,val_accuracy,model,epoch,start_neurons,dense_neurons,epochs,batch_size,augmentation
0,7.184500694274902,0.1515749990940094,2.1433377265930176,0.210999995470047,RGB2,1,16,512,100,512,True
1,2.0868680477142334,0.22644999623298645,2.0795071125030518,0.23929999768733978,RGB2,2,16,512,100,512,True
2,2.0373213291168213,0.2509250044822693,2.057042121887207,0.25270000100135803,RGB2,3,16,512,100,512,True
3,2.0092146396636963,0.2606000006198883,2.020141839981079,0.2687000036239624,RGB2,4,16,512,100,512,True
4,1.9728513956069946,0.2743000090122223,2.002092123031616,0.27959999442100525,RGB2,5,16,512,100,512,True
5,1.940225601196289,0.2903999984264374,1.9482148885726929,0.29829999804496765,RGB2,6,16,512,100,512,True
6,1.898455262184143,0.30412501096725464,1.9536068439483643,0.2985999882221222,RGB2,7,16,512,100,512,True
7,1.873138666152954,0.3159250020980835,1.930229663848877,0.30970001220703125,RGB2,8,16,512,100,512,True
8,1.8544111251831055,0.3230249881744385,1.851584553718567,0.3301999866962433,RGB2,9,16,512,100,512,True
9,1.8326023817062378,0.33059999346733093,1.854323387145996,0.33149999380111694,RGB2,10,16,512,100,512,True
10,1.8095951080322266,0.33892500400543213,1.8281307220458984,0.3434999883174896,RGB2,11,16,512,100,512,True
11,1.7958693504333496,0.3446750044822693,1.9020017385482788,0.32190001010894775,RGB2,12,16,512,100,512,True
12,1.7878706455230713,0.3501499891281128,1.7709834575653076,0.3601999878883362,RGB2,13,16,512,100,512,True
13,1.7780678272247314,0.3533250093460083,1.7761056423187256,0.36660000681877136,RGB2,14,16,512,100,512,True
14,1.7583366632461548,0.3586750030517578,1.769883155822754,0.3635999858379364,RGB2,15,16,512,100,512,True
15,1.7494142055511475,0.3647249937057495,1.906435489654541,0.32589998841285706,RGB2,16,16,512,100,512,True
16,1.736318588256836,0.36809998750686646,1.7548115253448486,0.3711000084877014,RGB2,17,16,512,100,512,True
17,1.7287551164627075,0.37084999680519104,1.7640918493270874,0.37770000100135803,RGB2,18,16,512,100,512,True
18,1.7109445333480835,0.3754499852657318,1.7368625402450562,0.3783999979496002,RGB2,19,16,512,100,512,True
19,1.7041958570480347,0.3836750090122223,1.7802294492721558,0.3659999966621399,RGB2,20,16,512,100,512,True
20,1.6912263631820679,0.3865000009536743,1.758376955986023,0.38420000672340393,RGB2,21,16,512,100,512,True
21,1.6805074214935303,0.39024999737739563,1.7322957515716553,0.3804999887943268,RGB2,22,16,512,100,512,True
22,1.6656720638275146,0.398499995470047,1.800840973854065,0.37619999051094055,RGB2,23,16,512,100,512,True
23,1.6495437622070312,0.4036499857902527,1.7558894157409668,0.3847000002861023,RGB2,24,16,512,100,512,True
24,1.6438730955123901,0.4059000015258789,1.7102476358413696,0.399399995803833,RGB2,25,16,512,100,512,True
25,1.6384105682373047,0.4079749882221222,1.6749744415283203,0.40860000252723694,RGB2,26,16,512,100,512,True
26,1.6172304153442383,0.41705000400543213,1.6412259340286255,0.42160001397132874,RGB2,27,16,512,100,512,True
27,1.611554503440857,0.4170750081539154,1.6612533330917358,0.42080000042915344,RGB2,28,16,512,100,512,True
