,loss,accuracy,val_loss,val_accuracy,model,epoch,start_neurons,dense_neurons,epochs,batch_size,augmentation
0,5.181097030639648,0.16169999539852142,2.135369062423706,0.2126999944448471,LAB0,1,16,128,100,512,True
1,2.05896258354187,0.23907500505447388,2.0252745151519775,0.2759000062942505,LAB0,2,16,128,100,512,True
2,1.9821152687072754,0.2767750024795532,1.970767617225647,0.29030001163482666,LAB0,3,16,128,100,512,True
3,1.9434832334518433,0.2958250045776367,1.926555871963501,0.31189998984336853,LAB0,4,16,128,100,512,True
4,1.9006470441818237,0.313275009393692,1.9121161699295044,0.32440000772476196,LAB0,5,16,128,100,512,True
5,1.8798543214797974,0.31607499718666077,1.8596787452697754,0.33379998803138733,LAB0,6,16,128,100,512,True
6,1.8588484525680542,0.32417500019073486,1.8467155694961548,0.34040001034736633,LAB0,7,16,128,100,512,True
7,1.8344683647155762,0.3357749879360199,1.8091644048690796,0.35370001196861267,LAB0,8,16,128,100,512,True
8,1.8202078342437744,0.33847498893737793,1.8583329916000366,0.3393999934196472,LAB0,9,16,128,100,512,True
9,1.7982667684555054,0.3511500060558319,1.854740023612976,0.34610000252723694,LAB0,10,16,128,100,512,True
10,1.782378911972046,0.3544749915599823,1.7542121410369873,0.37779998779296875,LAB0,11,16,128,100,512,True
11,1.7778400182724,0.35864999890327454,1.7809321880340576,0.36320000886917114,LAB0,12,16,128,100,512,True
12,1.7667300701141357,0.3607749938964844,1.7981997728347778,0.36230000853538513,LAB0,13,16,128,100,512,True
13,1.7532460689544678,0.3638499975204468,1.8501478433609009,0.3490999937057495,LAB0,14,16,128,100,512,True
14,1.749953269958496,0.3648250102996826,1.7672535181045532,0.37779998779296875,LAB0,15,16,128,100,512,True
15,1.7266322374343872,0.3754749894142151,1.766649603843689,0.37310001254081726,LAB0,16,16,128,100,512,True
16,1.7300281524658203,0.37517499923706055,1.7773770093917847,0.3732999861240387,LAB0,17,16,128,100,512,True
17,1.7040627002716064,0.38769999146461487,1.7958894968032837,0.37139999866485596,LAB0,18,16,128,100,512,True
18,1.7067935466766357,0.38394999504089355,1.7441030740737915,0.3853999972343445,LAB0,19,16,128,100,512,True
19,1.6898266077041626,0.3909749984741211,1.760966420173645,0.38580000400543213,LAB0,20,16,128,100,512,True
20,1.681218147277832,0.39375001192092896,1.731184720993042,0.38429999351501465,LAB0,21,16,128,100,512,True
21,1.6701818704605103,0.3962000012397766,1.7405574321746826,0.39089998602867126,LAB0,22,16,128,100,512,True
22,1.6554741859436035,0.40494999289512634,1.7238761186599731,0.396699994802475,LAB0,23,16,128,100,512,True
23,1.6467734575271606,0.40562498569488525,1.70000159740448,0.40059998631477356,LAB0,24,16,128,100,512,True
24,1.6346492767333984,0.4102250039577484,1.6999980211257935,0.4124999940395355,LAB0,25,16,128,100,512,True
25,1.630365252494812,0.41267499327659607,1.751824975013733,0.3995000123977661,LAB0,26,16,128,100,512,True
26,1.6253615617752075,0.4137749969959259,1.7140284776687622,0.400299996137619,LAB0,27,16,128,100,512,True
27,1.6114753484725952,0.4204750061035156,1.8506718873977661,0.38420000672340393,LAB0,28,16,128,100,512,True
28,1.608793020248413,0.420199990272522,1.6524593830108643,0.41449999809265137,LAB0,29,16,128,100,512,True
29,1.5976344347000122,0.4234749972820282,1.7556642293930054,0.39969998598098755,LAB0,30,16,128,100,512,True
30,1.5939652919769287,0.4275749921798706,1.6926461458206177,0.41019999980926514,LAB0,31,16,128,100,512,True
31,1.579636812210083,0.43015000224113464,1.676647663116455,0.4180000126361847,LAB0,32,16,128,100,512,True
32,1.5742621421813965,0.43130001425743103,1.6349233388900757,0.4284999966621399,LAB0,33,16,128,100,512,True
33,1.5663938522338867,0.4363499879837036,1.6707417964935303,0.4203999936580658,LAB0,34,16,128,100,512,True
34,1.556095004081726,0.4402500092983246,1.617660403251648,0.4269999861717224,LAB0,35,16,128,100,512,True
35,1.5541435480117798,0.44110000133514404,1.6117466688156128,0.43790000677108765,LAB0,36,16,128,100,512,True
36,1.5398895740509033,0.44495001435279846,1.6685302257537842,0.42480000853538513,LAB0,37,16,128,100,512,True
