,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.49182501435279846,big_grid_model_73,100,"[2, 2]",cv_oc,disk,1,1,True,16,256,512,True
1,validation,0.4893999993801117,big_grid_model_73,100,"[2, 2]",cv_oc,disk,1,1,True,16,256,512,True
2,test,0.4821999967098236,big_grid_model_73,100,"[2, 2]",cv_oc,disk,1,1,True,16,256,512,True
