,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.42864999175071716,big_grid_model_15,100,"[1, 1]",cv_ed,square,1,2,True,32,256,512,True
1,validation,0.42750000953674316,big_grid_model_15,100,"[1, 1]",cv_ed,square,1,2,True,32,256,512,True
2,test,0.43140000104904175,big_grid_model_15,100,"[1, 1]",cv_ed,square,1,2,True,32,256,512,True
