,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.41280001401901245,big_grid_model_116,100,"[3, 3]",cv_ed,diamond,1,2,True,16,128,512,True
1,validation,0.40939998626708984,big_grid_model_116,100,"[3, 3]",cv_ed,diamond,1,2,True,16,128,512,True
2,test,0.41589999198913574,big_grid_model_116,100,"[3, 3]",cv_ed,diamond,1,2,True,16,128,512,True
