,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.5097500085830688,big_grid_model_26,100,"[1, 1]",cv_oc,disk,1,1,True,32,128,512,True
1,validation,0.49869999289512634,big_grid_model_26,100,"[1, 1]",cv_oc,disk,1,1,True,32,128,512,True
2,test,0.5131000280380249,big_grid_model_26,100,"[1, 1]",cv_oc,disk,1,1,True,32,128,512,True
