,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.5329999923706055,big_grid_model_70,100,"[2, 2]",cv_ed,diamond,1,2,True,32,128,512,True
1,validation,0.5205000042915344,big_grid_model_70,100,"[2, 2]",cv_ed,diamond,1,2,True,32,128,512,True
2,test,0.5236999988555908,big_grid_model_70,100,"[2, 2]",cv_ed,diamond,1,2,True,32,128,512,True
