,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.5094000101089478,big_grid_model_46,100,"[1, 1]",cv_oc,diamond,1,2,True,32,128,512,True
1,validation,0.49959999322891235,big_grid_model_46,100,"[1, 1]",cv_oc,diamond,1,2,True,32,128,512,True
2,test,0.5091999769210815,big_grid_model_46,100,"[1, 1]",cv_oc,diamond,1,2,True,32,128,512,True
