,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.3673250079154968,big_grid_model_59,100,"[2, 2]",cv_ed,square,1,1,True,32,256,512,True
1,validation,0.364300012588501,big_grid_model_59,100,"[2, 2]",cv_ed,square,1,1,True,32,256,512,True
2,test,0.3741999864578247,big_grid_model_59,100,"[2, 2]",cv_ed,square,1,1,True,32,256,512,True
