,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.33970001339912415,big_grid_model_9,100,"[1, 1]",cv_ed,square,1,1,True,16,256,512,True
1,validation,0.33820000290870667,big_grid_model_9,100,"[1, 1]",cv_ed,square,1,1,True,16,256,512,True
2,test,0.3400000035762787,big_grid_model_9,100,"[1, 1]",cv_ed,square,1,1,True,16,256,512,True
