,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.5203250050544739,small_grid_model_1,100,"[0, 0]",,,,,False,16,256,512,True
1,validation,0.5139999985694885,small_grid_model_1,100,"[0, 0]",,,,,False,16,256,512,True
2,test,0.5095999836921692,small_grid_model_1,100,"[0, 0]",,,,,False,16,256,512,True
