,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.3243499994277954,big_grid_model_64,100,"[2, 2]",cv_ed,diamond,1,1,True,16,128,512,True
1,validation,0.3269999921321869,big_grid_model_64,100,"[2, 2]",cv_ed,diamond,1,1,True,16,128,512,True
2,test,0.31779998540878296,big_grid_model_64,100,"[2, 2]",cv_ed,diamond,1,1,True,16,128,512,True
