,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.3782750070095062,big_grid_model_76,100,"[2, 2]",cv_oc,disk,1,2,True,16,128,512,True
1,validation,0.3732999861240387,big_grid_model_76,100,"[2, 2]",cv_oc,disk,1,2,True,16,128,512,True
2,test,0.37549999356269836,big_grid_model_76,100,"[2, 2]",cv_oc,disk,1,2,True,16,128,512,True
