,Dataset,Accuracy,Model_Name,epochs,structuring_elements_depth,transormation_type,structuring_elements_type,structuring_elements_initsize,structuring_elements_step,morphological_transformation_mode,start_neurons,dense_neurons,batch_size,augmentation
0,train,0.4393250048160553,big_grid_model_67,100,"[2, 2]",cv_ed,diamond,1,1,True,32,256,512,True
1,validation,0.4302999973297119,big_grid_model_67,100,"[2, 2]",cv_ed,diamond,1,1,True,32,256,512,True
2,test,0.4336000084877014,big_grid_model_67,100,"[2, 2]",cv_ed,diamond,1,1,True,32,256,512,True
