,loss,accuracy,val_loss,val_accuracy,model,epoch
0,91.07397193454561,0.4080357253551483,1.922451843534197,0.6392857432365417,reference_model_256,1
1,0.15263449421950748,0.9678571224212646,1.7667161055973597,0.6910714507102966,reference_model_256,2
2,0.0062376988985176594,0.9988095164299011,1.7464189665658134,0.6964285969734192,reference_model_256,3
3,0.0002534029769733371,1.0,1.778915320123945,0.6964285969734192,reference_model_256,4
4,7.74043671775698e-05,1.0,1.8123852917126246,0.6982142925262451,reference_model_256,5
5,4.474335395830817e-05,1.0,1.8377579978534153,0.6946428418159485,reference_model_256,6
6,3.017645716941583e-05,1.0,1.8583705799920218,0.6955357193946838,reference_model_256,7
7,2.197413671508132e-05,1.0,1.8752040420259748,0.6964285969734192,reference_model_256,8
8,1.6740268230413286e-05,1.0,1.8880832467760358,0.6964285969734192,reference_model_256,9
9,1.3012944871315128e-05,1.0,1.900198575428554,0.6937500238418579,reference_model_256,10
10,1.031413939927006e-05,1.0,1.9098335521561758,0.6946428418159485,reference_model_256,11
11,8.43536279803846e-06,1.0,1.918585171018328,0.6946428418159485,reference_model_256,12
12,7.021943236482219e-06,1.0,1.9261293683733258,0.6973214149475098,reference_model_256,13
