,loss,accuracy,val_loss,val_accuracy,model,epoch
0,37.54794599328722,0.3360119163990021,2.103138494491577,0.5758928656578064,reference_model_128,1
1,0.5218717112427667,0.8857142925262451,1.3347999606813703,0.7392857074737549,reference_model_128,2
2,0.010744915622663463,0.9982143044471741,1.3492752586092267,0.7562500238418579,reference_model_128,3
3,0.0008267695832598422,1.0,1.3811315536499023,0.7633928656578064,reference_model_128,4
4,0.00025840305676129427,1.0,1.4055192198072162,0.768750011920929,reference_model_128,5
5,0.00015667060326363536,1.0,1.427311999457223,0.7696428298950195,reference_model_128,6
6,0.00010782353790654313,1.0,1.445879340171814,0.768750011920929,reference_model_128,7
7,7.769241492496803e-05,1.0,1.459837474141802,0.7705357074737549,reference_model_128,8
8,5.7252124367680935e-05,1.0,1.4806074687412807,0.7678571343421936,reference_model_128,9
9,4.316975003651654e-05,1.0,1.5015607152666364,0.768750011920929,reference_model_128,10
10,3.336947967389798e-05,1.0,1.520417605127607,0.7651785612106323,reference_model_128,11
11,2.6553051100650226e-05,1.0,1.538185896192278,0.762499988079071,reference_model_128,12
