,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_64_[2, 2]_cv_oc_diamond_1"
1,validation,0.8348214030265808,"opening_closing_64_[2, 2]_cv_oc_diamond_1"
2,test,0.8339285850524902,"opening_closing_64_[2, 2]_cv_oc_diamond_1"
