,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_64_[2, 2]_cv_ed_disk_1"
1,validation,0.8383928537368774,"dillatation_erosion_64_[2, 2]_cv_ed_disk_1"
2,test,0.8339285850524902,"dillatation_erosion_64_[2, 2]_cv_ed_disk_1"
