,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_128_[2, 2]_cv_oc_disk_1"
1,validation,0.8205357193946838,"opening_closing_128_[2, 2]_cv_oc_disk_1"
2,test,0.8160714507102966,"opening_closing_128_[2, 2]_cv_oc_disk_1"
