,Dataset,Accuracy,Model_Name
0,train,0.9907737970352173,"dillatation_erosion_64_[2, 2]_cv_ed_square_2"
1,validation,0.8178571462631226,"dillatation_erosion_64_[2, 2]_cv_ed_square_2"
2,test,0.8035714030265808,"dillatation_erosion_64_[2, 2]_cv_ed_square_2"
