,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_256_[2, 2]_cv_oc_diamond_1"
1,validation,0.7982142567634583,"opening_closing_256_[2, 2]_cv_oc_diamond_1"
2,test,0.7919642925262451,"opening_closing_256_[2, 2]_cv_oc_diamond_1"
