,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_128_[5, 5]_cv_oc_disk_2"
1,validation,0.8294642567634583,"opening_closing_128_[5, 5]_cv_oc_disk_2"
2,test,0.8241071701049805,"opening_closing_128_[5, 5]_cv_oc_disk_2"
