,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_64_[2, 2]_cv_oc_disk_2"
1,validation,0.8366071581840515,"opening_closing_64_[2, 2]_cv_oc_disk_2"
2,test,0.8392857313156128,"opening_closing_64_[2, 2]_cv_oc_disk_2"
