,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_64_[5, 5]_cv_ed_square_1"
1,validation,0.8544642925262451,"dillatation_erosion_64_[5, 5]_cv_ed_square_1"
2,test,0.8491071462631226,"dillatation_erosion_64_[5, 5]_cv_ed_square_1"
