,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_128_[5, 5]_cv_ed_square_2"
1,validation,0.8473214507102966,"dillatation_erosion_128_[5, 5]_cv_ed_square_2"
2,test,0.8241071701049805,"dillatation_erosion_128_[5, 5]_cv_ed_square_2"
