,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_128_[2, 2]_cv_oc_square_1"
1,validation,0.8151785731315613,"opening_closing_128_[2, 2]_cv_oc_square_1"
2,test,0.8017857074737549,"opening_closing_128_[2, 2]_cv_oc_square_1"
