,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_256_[2, 2]_cv_oc_square_2"
1,validation,0.7875000238418579,"opening_closing_256_[2, 2]_cv_oc_square_2"
2,test,0.7955357432365417,"opening_closing_256_[2, 2]_cv_oc_square_2"
