,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_256_[2, 2]_cv_ed_diamond_1"
1,validation,0.8133928775787354,"dillatation_erosion_256_[2, 2]_cv_ed_diamond_1"
2,test,0.8053571581840515,"dillatation_erosion_256_[2, 2]_cv_ed_diamond_1"
