,loss,accuracy,val_loss,val_accuracy,model,epoch
0,2.1020955846423193,0.5148809552192688,1.0120253903525216,0.7883928418159485,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",1
1,0.3187947187395323,0.9157738089561462,1.1206633227212088,0.8098214268684387,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",2
2,0.03408273931237913,0.9928571581840515,1.1256150262696403,0.8482142686843872,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",3
3,0.010339006768273457,0.9970238208770752,1.220262905529567,0.8401785492897034,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",4
4,0.012936704241326966,0.9976190328598022,1.183139055115836,0.8294642567634583,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",5
5,0.0065933855394611045,0.9982143044471741,1.2570791568074908,0.8321428298950195,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",6
6,0.0035776597780308554,0.9991071224212646,1.2866019827978952,0.8366071581840515,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",7
7,0.0037753467528437753,0.9988095164299011,1.3052311062812805,0.8401785492897034,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",8
8,0.009720956965715491,0.9976190328598022,1.114879368884223,0.8455356955528259,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",9
9,0.01402090369014158,0.9970238208770752,1.1299956440925598,0.8357142806053162,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",10
10,0.005183784310550739,0.9988095164299011,1.2113143035343714,0.8383928537368774,"dillatation_erosion_64_[2, 2]_cv_ed_disk_2",11
