,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_256_[5, 5]_cv_ed_disk_1"
1,validation,0.8366071581840515,"dillatation_erosion_256_[5, 5]_cv_ed_disk_1"
2,test,0.8303571343421936,"dillatation_erosion_256_[5, 5]_cv_ed_disk_1"
