,Dataset,Accuracy,Model_Name
0,train,1.0,"opening_closing_256_[5, 5]_cv_oc_disk_2"
1,validation,0.8017857074737549,"opening_closing_256_[5, 5]_cv_oc_disk_2"
2,test,0.8098214268684387,"opening_closing_256_[5, 5]_cv_oc_disk_2"
