,Dataset,Accuracy,Model_Name
0,train,1.0,"dillatation_erosion_64_[5, 5]_cv_ed_disk_2"
1,validation,0.8508928418159485,"dillatation_erosion_64_[5, 5]_cv_ed_disk_2"
2,test,0.8428571224212646,"dillatation_erosion_64_[5, 5]_cv_ed_disk_2"
